"Iteration","Statistics Report 1 Monitor: Statistics Report 1 Monitor"
1.0,27.48373866812421
2.0,21.830173465223858
3.0,14.942175999132344
4.0,11.126916053478253
5.0,8.793793173248465
6.0,7.274375829644822
7.0,6.224815323801296
8.0,5.482329202577439
9.0,4.9350654947209875
10.0,4.504054265787795
11.0,4.1615475622301945
12.0,3.8807307066831522
13.0,3.6460481959043474
14.0,3.44573180832678
15.0,3.271447838697345
16.0,3.1171726231284906
17.0,2.9791497325506247
18.0,2.85495755118535
19.0,2.742854104128087
20.0,2.6415261883991357
21.0,2.549379501764043
22.0,2.465195098456279
23.0,2.388063008753965
24.0,2.317231629607227
25.0,2.25199820517666
26.0,2.1917499505697964
27.0,2.136002170103325
28.0,2.08426291180872
29.0,2.036060338517271
30.0,1.9909484000639273
31.0,1.9486037140020558
32.0,1.9087642401960874
33.0,1.8711772682556362
34.0,1.8356027854805834
35.0,1.8018811197383335
36.0,1.769827869121759
37.0,1.7393431622358313
38.0,1.7103481134912755
39.0,1.6827982529288186
40.0,1.6566236284507574
41.0,1.6317643508351902
42.0,1.6081269600804464
43.0,1.5855991133614253
44.0,1.564064543625175
45.0,1.5434215528039101
46.0,1.5235825022910208
47.0,1.5044929413908847
48.0,1.486127997705102
49.0,1.468459604513968
50.0,1.4514666489010912
51.0,1.4351325434610993
52.0,1.4194312539751726
53.0,1.4043293243319008
54.0,1.3897939386062335
55.0,1.3757801327137706
56.0,1.3622527871928634
57.0,1.3491708410130105
58.0,1.3365094266235416
59.0,1.3242417693798763
60.0,1.3123508759720874
61.0,1.3008197840042415
62.0,1.2896305171666338
63.0,1.2787703354583202
64.0,1.268223186457201
65.0,1.2579782697351265
66.0,1.2480203805958114
67.0,1.2383461173487746
68.0,1.228951975108627
69.0,1.2198323666297797
70.0,1.2109829093592024
71.0,1.2023930881049358
72.0,1.1940492209646012
73.0,1.1859356076927685
74.0,1.1780372941020425
75.0,1.1703360861269283
76.0,1.1628241899170337
77.0,1.1554911044759901
78.0,1.148326456934554
79.0,1.1413228824968409
80.0,1.1344722586281604
81.0,1.1277699455014003
82.0,1.12121156547576
83.0,1.1147965211437838
84.0,1.1085194165019776
85.0,1.1023798404749723
86.0,1.0963787208843936
87.0,1.0905142486397996
88.0,1.0847857937438763
89.0,1.0791922725662098
90.0,1.07372867866015
91.0,1.068391601774515
92.0,1.0631699052174057
93.0,1.0580568571624591
94.0,1.05304545669257
95.0,1.0481281170756547
96.0,1.0433002729957794
97.0,1.038556708277002
98.0,1.0338943146969706
99.0,1.0293074888377953
100.0,1.0247958481527242
101.0,1.0203551527884245
102.0,1.0159842802376342
103.0,1.0116798726586362
104.0,1.007440305655813
105.0,1.0032646131227247
106.0,0.9991528569999115
107.0,0.9951021681939409
108.0,0.9911121086215433
109.0,0.9871821915933177
110.0,0.983310525624843
111.0,0.9794955980808496
112.0,0.9757364808798629
113.0,0.9720317153455227
114.0,0.9683799203246989
115.0,0.9647811078713737
116.0,0.9612326731023098
117.0,0.957733749575155
118.0,0.9542829366701152
119.0,0.9508788693681762
120.0,0.9475198050016789
121.0,0.944204677701515
122.0,0.9409332199077122
123.0,0.9377057775542906
124.0,0.9345219325304668
125.0,0.9313807471314587
126.0,0.9282817237451858
127.0,0.9252247946672303
128.0,0.9222080981919571
129.0,0.9192303636533243
130.0,0.9162900779176344
131.0,0.9133849728353048
132.0,0.9105147724137841
133.0,0.9076780819643943
134.0,0.9048741938989832
135.0,0.9021020130490005
136.0,0.8993609140444176
137.0,0.8966504487442363
138.0,0.8939703583203545
139.0,0.8913205700080669
140.0,0.8887015902995821
141.0,0.8861113587232119
142.0,0.8835492127544562
143.0,0.8810138421998345
144.0,0.8785044154261645
145.0,0.8760201226273077
146.0,0.8735600568467342
147.0,0.8711232165198426
148.0,0.8687086049816994
149.0,0.8663154437776063
150.0,0.86394354014728
151.0,0.8615915583691717
152.0,0.8592594558635224
153.0,0.8569450764812816
154.0,0.8546485221714635
155.0,0.852368366133101
156.0,0.8501050695181791
157.0,0.847861170482187
158.0,0.8456382390293735
159.0,0.8434392439941995
160.0,0.8412649175076556
161.0,0.8391154354170767
162.0,0.8369912564362629
163.0,0.8348906601804172
164.0,0.8328125834288872
165.0,0.8307556897164308
166.0,0.8287193588963528
167.0,0.8267021699839492
168.0,0.8247025826931227
169.0,0.8227194230604874
170.0,0.8207535711449683
171.0,0.8188058259659132
172.0,0.8168771733126065
173.0,0.8149693072527402
174.0,0.8130814925517137
175.0,0.8112139055687594
176.0,0.8093664016548844
177.0,0.8075394784012063
178.0,0.8057329389781388
179.0,0.8039460461314614
180.0,0.8021791239313457
181.0,0.8004320148469503
182.0,0.7987040816503005
183.0,0.7969941697844887
184.0,0.7953030350871656
185.0,0.7936309641371493
186.0,0.7919782393365857
187.0,0.7903448535561016
188.0,0.7887318121710327
189.0,0.787139825079868
190.0,0.7855691293798488
191.0,0.7840200680267835
192.0,0.7824925830552248
193.0,0.7809862972335527
194.0,0.7795009272341511
195.0,0.7780368567734769
196.0,0.7765924973669647
197.0,0.7751669767341887
198.0,0.773759517184705
199.0,0.7723695995283161
200.0,0.7709957261808955
201.0,0.769636731200163
202.0,0.7682915166329191
203.0,0.7669592432326175
204.0,0.765639032148362
205.0,0.764330928372857
206.0,0.7630337805613664
207.0,0.7617477541373308
208.0,0.7604720133821886
209.0,0.7592061446776691
210.0,0.757949855058928
211.0,0.7567022802773846
212.0,0.7554638282749088
213.0,0.7542346676520584
214.0,0.7530153182007336
215.0,0.7518057752097848
216.0,0.7506056926362169
217.0,0.749415537471497
218.0,0.7482344101468191
219.0,0.7470625770585476
220.0,0.7458995903778574
221.0,0.7447450348183335
222.0,0.7435991353765674
223.0,0.742461127120497
224.0,0.7413305395498917
225.0,0.7402065244473277
226.0,0.7390891801685497
227.0,0.7379784828094423
228.0,0.7368739891911088
229.0,0.7357758023822591
230.0,0.7346842915726463
231.0,0.7335995770921446
232.0,0.7325220904157379
233.0,0.7314516418464387
234.0,0.7303881428438488
235.0,0.7293314644397779
236.0,0.7282809168517718
237.0,0.7272350816615726
238.0,0.726193200211169
239.0,0.7251546275883922
240.0,0.7241188134109182
241.0,0.72308644286149
242.0,0.7220576100647674
243.0,0.7210329253213181
244.0,0.7200134609569391
245.0,0.7190004859524168
246.0,0.717994721335339
247.0,0.716997163547505
248.0,0.7160087684589279
249.0,0.7150303802595173
250.0,0.7140626582641847
251.0,0.7131059606798736
252.0,0.7121602345789119
253.0,0.7112252196644097
254.0,0.7103010529219762
255.0,0.7093872307360342
256.0,0.7084831200482058
257.0,0.7075878622868634
258.0,0.7067004783119932
259.0,0.705820382959934
260.0,0.7049460124621015
261.0,0.704076490943228
262.0,0.7032110746671157
263.0,0.7023490678542811
264.0,0.7014899014916114
265.0,0.7006335617076732
266.0,0.699780330529762
267.0,0.6989300912804035
268.0,0.698083245767736
269.0,0.6972403754476411
270.0,0.6964012250410865
271.0,0.6955663046003878
272.0,0.6947354880606891
273.0,0.6939085955165415
274.0,0.6930859105620615
275.0,0.6922675308994778
276.0,0.691454071059842
277.0,0.6906463911174148
278.0,0.6898445194879217
279.0,0.6890487077407222
280.0,0.6882588190140273
281.0,0.6874741399211601
282.0,0.6866944128887702
283.0,0.6859198326690185
284.0,0.685149649907149
285.0,0.684384529745623
286.0,0.6836253455040925
287.0,0.6828734167683629
288.0,0.6821301093476582
289.0,0.681396189573084
290.0,0.6806729153039579
291.0,0.6799608372655926
292.0,0.6792596581736379
293.0,0.6785685844900794
294.0,0.6778867048948516
295.0,0.6772127012565695
296.0,0.676545495415423
297.0,0.6758838993459655
298.0,0.6752273181022869
299.0,0.6745754253955841
300.0,0.6739278564228361
301.0,0.6732846568882921
302.0,0.6726461276358908
303.0,0.6720119363676279
304.0,0.671381649637521
305.0,0.6707548405663369
306.0,0.670131222701709
307.0,0.6695105115596067
308.0,0.6688922935295746
309.0,0.6682756022072092
310.0,0.6676594961399144
311.0,0.6670434059937222
312.0,0.666426741281538
313.0,0.6658093632648457
314.0,0.6651912941988259
315.0,0.6645736546999444
316.0,0.6639575562463836
317.0,0.6633442681069159
318.0,0.6627349992776014
319.0,0.6621311629262961
320.0,0.6615327685360536
321.0,0.6609397876866718
322.0,0.6603516624438582
323.0,0.6597674047038331
324.0,0.6591862965583415
325.0,0.6586070121549467
326.0,0.6580290435667079
327.0,0.6574521274763424
328.0,0.6568769442867303
329.0,0.6563041654845237
330.0,0.6557348975417432
331.0,0.6551703067718669
332.0,0.6546113626331971
333.0,0.6540587740063872
334.0,0.6535130293730066
335.0,0.6529733479437874
336.0,0.652438720285069
337.0,0.651907729272913
338.0,0.6513792596812062
339.0,0.6508522590146099
340.0,0.6503260551822565
341.0,0.6498001946380569
342.0,0.6492751932341266
343.0,0.6487512362073493
344.0,0.6482293895224757
345.0,0.6477101578308756
346.0,0.647194033300906
347.0,0.6466813739548228
348.0,0.6461721399451176
349.0,0.6456661357741891
350.0,0.6451632351753133
351.0,0.6446632312964086
352.0,0.6441662810979683
353.0,0.6436721058663843
354.0,0.6431808426497129
355.0,0.6426922759395779
356.0,0.6422063736356759
357.0,0.6417230629320995
358.0,0.6412423021808921
359.0,0.6407642085273072
360.0,0.6402894710603909
361.0,0.6398187682815905
362.0,0.6393524148559642
363.0,0.6388904600934108
364.0,0.6384327551178767
365.0,0.6379789696989243
366.0,0.6375282198795518
367.0,0.6370799818911228
368.0,0.6366332118883355
369.0,0.6361874819230521
370.0,0.6357425617514861
371.0,0.6352985592685656
372.0,0.6348560200185402
373.0,0.6344156574999371
374.0,0.6339783744766262
375.0,0.6335448216721943
376.0,0.6331150017354005
377.0,0.6326888426470697
378.0,0.6322661155489685
379.0,0.6318461134940947
380.0,0.6314282892832317
381.0,0.6310122266816007
382.0,0.6305982179960834
383.0,0.6301865800153074
384.0,0.6297778163048231
385.0,0.6293723725762657
386.0,0.6289709496648119
387.0,0.628573439196778
388.0,0.6281798265220134
389.0,0.6277894529218894
390.0,0.6274011352099531
391.0,0.6270136448638904
392.0,0.6266259532088015
393.0,0.6262368652920818
394.0,0.6258458896310242
395.0,0.6254527651586163
396.0,0.6250577241365707
397.0,0.6246615124858016
398.0,0.6242652255374451
399.0,0.6238701124478898
400.0,0.6234769883991279
401.0,0.623086353591931
402.0,0.6226985232075939
403.0,0.6223132761011446
404.0,0.6219302496576363
405.0,0.6215491443730381
406.0,0.6211695090524831
407.0,0.6207908745238485
408.0,0.6204133287262638
409.0,0.6200369475046326
410.0,0.6196620105162614
411.0,0.6192889850364014
412.0,0.6189183057205233
413.0,0.6185499638950568
414.0,0.6181839463444665
415.0,0.6178197139079245
416.0,0.6174564253187902
417.0,0.6170932033421873
418.0,0.6167292752231148
419.0,0.6163641194034446
420.0,0.6159977632302339
421.0,0.6156306364896825
422.0,0.6152631678541571
423.0,0.6148959839666482
424.0,0.6145298898447228
425.0,0.6141653743885365
426.0,0.613802423766973
427.0,0.6134407795199249
428.0,0.6130798974868621
429.0,0.6127191943876785
430.0,0.6123583986200497
431.0,0.6119974315035742
432.0,0.6116363675666051
433.0,0.6112756303226288
434.0,0.6109157724127682
435.0,0.6105570824634518
436.0,0.6101996655732375
437.0,0.6098434003200923
438.0,0.6094880981964473
439.0,0.6091330291137522
440.0,0.6087775491919354
441.0,0.6084212210906953
442.0,0.6080636637420973
443.0,0.6077049594343893
444.0,0.607345527946336
445.0,0.6069860045350233
446.0,0.6066270959806697
447.0,0.6062695230383985
448.0,0.6059138618670373
449.0,0.6055605937758131
450.0,0.6052097985216215
451.0,0.6048614754674574
452.0,0.6045156607756806
453.0,0.6041723039455921
454.0,0.6038313720976497
455.0,0.6034931889951273
456.0,0.6031582686204505
457.0,0.6028267692763293
458.0,0.6024987374653136
459.0,0.6021741436353696
460.0,0.6018528298665052
461.0,0.601534685315325
462.0,0.6012195286957849
463.0,0.6009073362723824
464.0,0.6005980656838923
465.0,0.6002917673424436
466.0,0.5999885061192941
467.0,0.5996882674493301
468.0,0.5993912651021236
469.0,0.5990973679808622
470.0,0.5988062101249866
471.0,0.5985174424589819
472.0,0.5982305546988551
473.0,0.597945335857222
474.0,0.5976615082582866
475.0,0.5973789840492162
476.0,0.5970977054637152
477.0,0.5968177848900434
478.0,0.5965393944706562
479.0,0.5962630067015264
480.0,0.5959891516657421
481.0,0.5957184350379005
482.0,0.59545126914371
483.0,0.5951880865421735
484.0,0.5949291956488127
485.0,0.5946747057088448
486.0,0.5944245902644407
487.0,0.5941787053750426
488.0,0.5939365305496253
489.0,0.5936975151750149
490.0,0.593460937901102
491.0,0.5932260734020791
492.0,0.5929922563036454
493.0,0.5927589064356767
494.0,0.5925255558751729
495.0,0.5922916476545705
496.0,0.5920569705698556
497.0,0.5918211822774538
498.0,0.5915843815377209
499.0,0.5913464114378494
500.0,0.5911076340186006
501.0,0.5908686305436418
502.0,0.5906298048916793
503.0,0.5903916425857869
504.0,0.5901544753527667
505.0,0.5899185409969558
506.0,0.5896839487575148
507.0,0.5894504076095677
508.0,0.5892177427645178
509.0,0.5889856454796811
510.0,0.588753900134063
511.0,0.5885222725877167
512.0,0.588290826981441
513.0,0.5880597196277694
514.0,0.5878287481587322
515.0,0.5875982319090394
516.0,0.5873684278007884
517.0,0.5871392314591981
518.0,0.5869105294187653
519.0,0.5866822878826204
520.0,0.586454374584892
521.0,0.5862267660759165
522.0,0.5859995916008707
523.0,0.5857730021798421
524.0,0.5855472270739547
525.0,0.5853223735633836
526.0,0.5850984595225783
527.0,0.5848754377735393
528.0,0.5846531926408486
529.0,0.58443162711132
530.0,0.5842107061366325
531.0,0.5839903389822122
532.0,0.5837705897972936
533.0,0.5835516435687417
534.0,0.5833337644342875
535.0,0.583117051470209
536.0,0.5829014909149267
537.0,0.5826871252491144
538.0,0.5824739227979043
539.0,0.5822618028303667
540.0,0.5820507240681095
541.0,0.5818404321250352
542.0,0.581630788633232
543.0,0.5814214606944016
544.0,0.5812121927527212
545.0,0.5810027961306227
546.0,0.5807932035836527
547.0,0.5805835215103576
548.0,0.5803740327096727
549.0,0.5801649310579208
550.0,0.5799563665115582
551.0,0.579748587110741
552.0,0.5795416892166124
553.0,0.579335580433524
554.0,0.5791303014481041
555.0,0.5789255662820325
556.0,0.5787213457909365
557.0,0.5785173789310125
558.0,0.5783138351987922
559.0,0.5781109514887158
560.0,0.5779090540416911
561.0,0.5777085194896916
562.0,0.5775093902521982
563.0,0.5773117678143271
564.0,0.5771158799451723
565.0,0.5769214824232637
566.0,0.5767282861213352
567.0,0.5765362692532232
568.0,0.57634490987526
569.0,0.5761537984176089
570.0,0.57596272714882
571.0,0.5757713173946187
572.0,0.5755792796280671
573.0,0.575386650630153
574.0,0.5751935276995022
575.0,0.575000026929649
576.0,0.5748063245508085
577.0,0.5746126507571829
578.0,0.5744195216811024
579.0,0.5742273832030987
580.0,0.5740364729303388
581.0,0.5738469669840968
582.0,0.5736591627803991
583.0,0.5734728849394923
584.0,0.5732882698325095
585.0,0.5731050720205427
586.0,0.572922948299379
587.0,0.5727417209202829
588.0,0.5725612310900925
589.0,0.5723811428182638
590.0,0.5722013758276191
591.0,0.5720219564299017
592.0,0.5718430615122562
593.0,0.5716646425623569
594.0,0.5714867894370987
595.0,0.5713095923770198
596.0,0.571132914469236
597.0,0.5709566960903948
598.0,0.5707808245176703
599.0,0.5706052608661912
600.0,0.5704297356001137
601.0,0.5702542004520615
602.0,0.570078569699074
603.0,0.5699028097834811
604.0,0.569726955294725
605.0,0.5695512097343636
606.0,0.5693754939608
607.0,0.5692000767311794
608.0,0.5690249894586525
609.0,0.568850278895341
610.0,0.5686757206965903
611.0,0.5685011600218138
612.0,0.5683265406538979
613.0,0.5681516494780964
614.0,0.5679763028579287
615.0,0.5678003286377156
616.0,0.5676237404470719
617.0,0.5674465519147892
618.0,0.5672690028487006
619.0,0.5670911570316391
620.0,0.5669133787154678
621.0,0.5667360454210497
622.0,0.566559504918809
623.0,0.5663840842411102
624.0,0.5662100073620558
625.0,0.5660373205568735
626.0,0.5658659140505996
627.0,0.5656957449573455
628.0,0.5655266252854311
629.0,0.5653584277348921
630.0,0.5651910696692902
631.0,0.5650245549046018
632.0,0.5648589092412745
633.0,0.564694144358398
634.0,0.5645302968158009
635.0,0.564367476333499
636.0,0.5642057241587055
637.0,0.5640451282388677
638.0,0.5638857191294012
639.0,0.5637274397503768
640.0,0.5635702949970652
641.0,0.5634142807032948
642.0,0.5632594559557137
643.0,0.5631059639684969
644.0,0.5629539109315683
645.0,0.5628034219000556
646.0,0.562654740835929
647.0,0.5625079045844019
648.0,0.5623630477916989
649.0,0.5622202427113976
650.0,0.5620794494245371
651.0,0.5619403743089773
652.0,0.5618028249160275
653.0,0.5616663050239474
654.0,0.5615304310705485
655.0,0.5613948708903257
656.0,0.5612593233958181
657.0,0.5611235923920859
658.0,0.560987607340966
659.0,0.5608515598903033
660.0,0.5607155263986272
661.0,0.5605796718100242
662.0,0.5604441475318891
663.0,0.5603089255194074
664.0,0.5601740549805607
665.0,0.56003944600724
666.0,0.5599052264800375
667.0,0.5597712882298009
668.0,0.5596375066301044
669.0,0.5595036316194473
670.0,0.5593695341612589
671.0,0.5592351593076943
672.0,0.5591005784869666
673.0,0.558965889741117
674.0,0.5588310721669433
675.0,0.5586962313013011
676.0,0.5585613693153562
677.0,0.5584261697434263
678.0,0.5582906178514643
679.0,0.5581545177161709
680.0,0.5580177545146334
681.0,0.5578803245182288
682.0,0.557742069419955
683.0,0.5576029097497199
684.0,0.5574628491957857
685.0,0.5573218811487638
686.0,0.5571801626243782
687.0,0.5570378936550093
688.0,0.5568954018152932
689.0,0.55675295300258
690.0,0.5566107218868512
691.0,0.5564690045346699
692.0,0.5563278665930318
693.0,0.5561873903689915
694.0,0.5560475118770072
695.0,0.5559081724440327
696.0,0.5557692099433643
697.0,0.5556306717504952
698.0,0.5554924653692026
699.0,0.5553545023062675
700.0,0.5552168668549835
701.0,0.5550797504074849
702.0,0.5549432576310952
703.0,0.554807467570739
704.0,0.5546726128604297
705.0,0.5545386609382544
706.0,0.5544056926957367
707.0,0.5542735648642049
708.0,0.5541422784976499
709.0,0.5540114916319272
710.0,0.5538811135324296
711.0,0.5537507614832682
712.0,0.5536204332196801
713.0,0.553489902518697
714.0,0.5533592116893009
715.0,0.5532283616634399
716.0,0.5530975245069699
717.0,0.5529668463665898
718.0,0.5528365613976203
719.0,0.5527070322169069
720.0,0.5525783991755894
721.0,0.5524508237553334
722.0,0.5523244729946851
723.0,0.5521992320411306
724.0,0.5520750398127598
725.0,0.5519516499009275
726.0,0.5518290246887012
727.0,0.5517070815786635
728.0,0.551585712076546
729.0,0.5514648273533725
730.0,0.5513442755443212
731.0,0.5512239182738937
732.0,0.5511035915824047
733.0,0.5509831844794801
734.0,0.5508624776158387
735.0,0.5507415053320918
736.0,0.5506200546937129
737.0,0.5504981368281912
738.0,0.5503756479774318
739.0,0.550252541397497
740.0,0.5501287095219655
741.0,0.5500041738601376
742.0,0.5498786539699067
743.0,0.5497520288354371
744.0,0.549624320937848
745.0,0.5494956115391675
746.0,0.5493660147735117
747.0,0.5492358408428618
748.0,0.5491053844783466
749.0,0.5489748724454144
750.0,0.5488445895343312
751.0,0.5487147732277196
752.0,0.5485854850037543
753.0,0.5484567350969035
754.0,0.548328324973738
755.0,0.5482001319243666
756.0,0.5480719852894458
757.0,0.5479438945794929
758.0,0.5478158391989043
759.0,0.5476878439052448
760.0,0.5475599208998394
761.0,0.5474321125919791
762.0,0.5473044402757001
763.0,0.5471769245839592
764.0,0.5470496371241548
765.0,0.5469225720055283
766.0,0.5467959311811414
767.0,0.5466697272904104
768.0,0.546544023428211
769.0,0.5464189060753246
770.0,0.5462944125989627
771.0,0.5461704729933765
772.0,0.5460469408388664
773.0,0.5459236357327263
774.0,0.5458004315708969
775.0,0.5456771723594643
776.0,0.5455537646212688
777.0,0.5454301743406882
778.0,0.5453063358990256
779.0,0.5451821972261404
780.0,0.5450577779624676
781.0,0.5449331885737633
782.0,0.5448085186347618
783.0,0.5446838848891952
784.0,0.5445593164710619
785.0,0.5444349701292068
786.0,0.5443107926524412
787.0,0.5441868030572086
788.0,0.5440630650438798
789.0,0.5439396807704242
790.0,0.5438168136963125
791.0,0.5436945668896856
792.0,0.5435730524211757
793.0,0.5434521709036382
794.0,0.543332093069857
795.0,0.5432127572743908
796.0,0.5430941689935279
797.0,0.5429764160705753
798.0,0.5428595484962293
799.0,0.5427436274494869
800.0,0.5426284539637776
801.0,0.542513744514307
802.0,0.5423993135667661
803.0,0.5422848505554134
804.0,0.5421701725438367
805.0,0.5420549591152016
806.0,0.5419390566789881
807.0,0.5418224588747037
808.0,0.541705210625505
809.0,0.5415875239028898
810.0,0.541469652665708
811.0,0.5413518126680342
812.0,0.5412342207947293
813.0,0.5411170770377052
814.0,0.541000599336073
815.0,0.5408848605449071
816.0,0.5407699374711693
817.0,0.5406558149457843
818.0,0.540542299698597
819.0,0.5404293689557489
820.0,0.5403169019657672
821.0,0.5402047658660535
822.0,0.5400929081872325
823.0,0.5399812335748574
824.0,0.539869803492449
825.0,0.5397586462321043
826.0,0.5396478493846667
827.0,0.5395376248074039
828.0,0.5394280475361188
829.0,0.5393190657600508
830.0,0.5392107843859228
831.0,0.5391031854798952
832.0,0.5389963131285158
833.0,0.5388900518740729
834.0,0.5387842729332895
835.0,0.5386788252162995
836.0,0.5385734498344343
837.0,0.5384679312108079
838.0,0.5383621126422798
839.0,0.5382560379461507
840.0,0.5381498029357229
841.0,0.5380435860654914
842.0,0.5379375083389849
843.0,0.5378315524918565
844.0,0.53772585952259
845.0,0.5376204648842019
846.0,0.5375154102220829
847.0,0.5374108267520886
848.0,0.5373066445544467
849.0,0.5372029300683598
850.0,0.5370996580544429
851.0,0.5369969886659183
852.0,0.5368948331121227
853.0,0.5367931131306707
854.0,0.5366917690607755
855.0,0.5365906691802051
856.0,0.5364896541586692
857.0,0.5363885973169352
858.0,0.5362873111379006
859.0,0.5361858098207939
860.0,0.5360841267062213
861.0,0.535982352887376
862.0,0.5358806349541411
863.0,0.5357790332789254
864.0,0.535677598495363
865.0,0.5355762612428197
